created_at,id,title,url,num_points,num_comments,author,hours
2016-09-07 20:27:00,12447264,Ask HN: New MacBook?,,7,3,mark_l_watson,20
2015-11-13 11:09:00,10559164,Ask HN: Why the platform doesn't have a pinned tab icon for Safari?,,1,3,hugomano,11
2016-07-05 20:36:00,12039371,Ask HN: CMS vs. no CMS statistics?,,1,2,userAW,20
2016-06-25 00:22:00,11974533,Ask HN: What is the best way to whiteboard remotely?,,6,4,mey,0
2016-05-11 13:08:00,11674899,Ask HN: How much equity should a lead developer joining a startup during YC get?,,3,3,whyceethrowaway,13
2016-08-01 12:45:00,12201897,Ask HN: Has HN lost its tech startup community vibe?,,24,10,forgottenacc56,12
2016-02-12 17:50:00,11088974,Ask HN: Best way to render latex equations in GitHub readme?,,2,5,chatmasta,17
2016-08-30 15:27:00,12390993,Ask HN: Advice on failing company,,9,9,throwwaway,15
2015-10-01 12:15:00,10310602,Ask HN: Does anyone develop/hack while working in a completely separate field?,,2,2,teapot01,12
2016-04-23 11:43:00,11555135,Ask HN: What would TV cop drama be about if drugs were legal?,,2,6,hoodoof,11
2016-08-29 13:13:00,12381598,Ask HN: Why is Google so bad at UI Design?,,2,6,vuyani,13
2016-03-26 00:22:00,11363757,Ask HN: An inexpensive way to find my father (with Alzheimers) if he gets lost,,2,3,elchief,0
2016-08-12 15:17:00,12276361,Ask HN: A statically typed alternative to Python with batteries included,,3,3,sharmi,15
2016-09-01 04:31:00,12403111,Ask HN: What problems are solved best with Haskell?,,9,2,npguy,4
2016-08-02 11:41:00,12209171,Ask HN: JWT as a Currency?,,2,2,ncodes,11
2016-04-18 07:03:00,11518172,Ask HN: What do you use to manage Terminal commands?,,1,3,yoavanaki,7
2016-01-25 23:38:00,10970880,Ask HN: Where can I get an orange YC vinyl sticker for Mac laptop?,,6,8,davidcoronado,23
2016-06-18 15:15:00,11928957,Ask HN: What makes a technical interview crappy?,,2,4,amorphid,15
2015-11-04 02:15:00,10504142,Ask HN: Looking for a technical interview coach,,4,4,allsystemsgo,2
2016-07-10 22:15:00,12067517,Ask HN: Does anybody have a list of HN story ids including 'dead' submissions?,,5,4,jacquesm,22
2016-05-11 15:52:00,11676417,"Ask HN: Do I have to go through recruiters nowadays, how do you find new jobs?",,185,144,minionslave,15
2016-09-17 23:48:00,12523146,Ask HN: How relevant are Master's degrees in tech today?,,11,6,red_fox,23
2016-06-15 18:05:00,11910888,Ask HN: What payment company do you use that automatically apply EU VAT rates?,,14,11,cookiemonsta,18
2016-03-24 23:24:00,11357354,Ask HN: Open source our multi-database indexing engine?,,10,9,ChrisDutrow,23
2015-11-25 21:37:00,10629881,Ask HN: YCombinator's SAFE for UK?,,5,1,sameernoorani,21
2016-07-12 19:24:00,12081664,Ask HN: Is it advisable to develop a high-scale website using only AWS Lambda?,,9,4,demetriusnunes,19
2016-09-23 23:35:00,12568672,Ask HN: Do you subvocalize when reading code?,,7,6,anderspitman,23
2016-03-07 11:37:00,11238329,Ask HN: Computer Science university courses in the UK,,2,3,wjh_,11
2016-01-13 21:00:00,10897460,Ask HN: Is Knuth's TAOCP worth the time and effort?,,205,131,QuadrupleA,21
2016-06-13 15:53:00,11894855,Ask HN: Are you still using Socket.IO?,,4,1,swineflu,15
2016-02-03 17:44:00,11027982,Ask HN: Interesting Online Communities?,,2,1,juandazapata,17
2016-03-15 02:36:00,11287071,"Ask HN: Middle of project, side project raised money, what do I do?",,5,6,throwaway_1122,2
2016-01-21 05:59:00,10943637,Ask HN: Best cross platform app development framework in 2016?,,3,4,nerva,5
2016-03-17 16:53:00,11305644,Ask HN: What's going to be the next big thing?,,17,16,livus,16
2016-04-26 17:30:00,11573864,Ask HN: How will using containers save me money?,,1,4,sly010,17
2015-10-10 08:28:00,10364899,Ask HN: How do you find a cofounder for your project?,,5,2,iperez,8
2016-04-12 17:39:00,11481720,Ask HN: Help with backups,,2,3,FreezerburnV,17
2016-07-16 20:03:00,12107664,Ask HN: How to get back a stolen car,,2,2,apa-sl,20
2016-04-25 05:15:00,11562582,Ask HN: Best books for understanding and training a cat,,5,2,SimplGy,5
2016-05-22 10:59:00,11748092,Ask HN: Disabling paste in password boxes - why is it practiced?,,62,61,BIackSwan,10
2015-12-24 13:43:00,10788116,Ask HN: The Struggles of Poverty and Trying to become a programmer from 0,,27,31,poveritysucks,13
2016-08-01 00:23:00,12199572,Ask HN: Are there any tech interview prep courses?,,4,3,MyDumbQuestions,0
2016-01-26 17:35:00,10974604,"Ask HN: Uh, what's the thin black line across the top?",,1,2,dc2,17
2016-06-17 13:56:00,11922630,Ask HN: Comparing offer to current employment,,2,2,quantifiedCoder,13
2015-11-06 12:57:00,10519181,Ask HN: How do I start a teleportation startup?,,4,5,thetmkay,12
2015-11-14 19:28:00,10566869,Ask HN: How do I promote an app with little/no money?,,1,1,ldom22,19
2016-03-24 04:24:00,11350560,Ask HN: What is a service you would pay $10/month for?,,4,11,WannaBeFounder,4
2016-04-01 17:07:00,11406505,Ask HN: What credit card do you use/recommend [USA]?,,3,2,chirau,17
2016-09-12 14:52:00,12480146,Ask HN: Resources for software managers?,,7,3,devmgr,14
2016-04-16 06:51:00,11509594,Ask HN: Is tradepub.com in anyway connected to HN?,,1,2,raddad,6
2016-09-18 14:20:00,12525401,Ask HN: What has been your experiences with using a terminal on mobile phones?,,2,1,mkagenius,14
2015-11-05 04:53:00,10511688,Ask HN: I need legal advice,,4,12,anymys,4
2016-08-03 21:06:00,12221523,Ask HN: Feeling trapped by the visa. Advice appreciated,,4,3,throwaway_askhn,21
2015-09-28 02:42:00,10288693,Ask HN: How creepy are Google and Facebook wireless?,,9,7,username223,2
2016-03-02 18:40:00,11211961,Ask HN: How to fight copyright laws?,,2,1,ApplaudPumice,18
2016-01-29 03:06:00,10993224,Ask HN: Is there a game that teaches IP address subnetting and routing?,,3,4,andrewstuart,3
2016-01-08 12:20:00,10864352,Ask HN: Is TechZing podcast coming back?,,2,1,frankacter,12
2015-09-17 14:45:00,10233631,Ask HN: iOS 9 is out with its ad-blocker support. How do you feel about that?,,1,1,kmfrk,14
2016-08-30 00:49:00,12386585,Ask HN: Want to connect with Startup School attendees before the event?,,5,3,Nora_Kelleher,0
2016-03-28 01:28:00,11372238,Ask HN: Career choice: Boutique consultancy or Big 5,,1,2,dev_throw,1
2016-06-30 13:36:00,12008384,Ask HN: How did your Show HN post affect your website?,,11,6,perakojotgenije,13
2015-09-12 05:50:00,10207398,Ask HN: Starting a porn startup,,4,2,abba_fishhead,5
2016-03-09 20:27:00,11255511,Ask HN: Why GitHub is downgrading its GitHub Pages?,,1,3,rohit6223,20
2016-01-08 21:27:00,10868421,"Ask HN: How do I create a table in text (using hyphens, pipes and pluses)?",,2,4,jkuria,21
2016-04-05 18:11:00,11432853,"Ask HN: Cost/time/obstacles for developing a modern, fast MIPS64 board?",,4,1,lazyjones,18
2016-08-01 21:03:00,12205953,Ask HN: Any way to read a 9-track 1/2 tape in Silicon Valley?,,14,10,Animats,21
2016-02-04 15:09:00,11034356,Ask HN: Why is My Bathroom Mirror is Smarter Than Yours being posted so much?,,6,8,davelnewton,15
2015-12-12 07:15:00,10722072,Ask HN: What free photo hosting service should I use for my GitHub projects?,,3,8,aviaryan,7
2016-09-15 13:46:00,12506045,Ask HN: Most impressive SaaS landing page?,,3,1,fratlas,13
2016-06-16 20:25:00,11918632,Ask HN: How often do you get contacted via HN?,,9,7,ryanlm,20
2016-05-31 18:22:00,11808758,Ask HN: What small websites do you frequently use/visit?,,49,34,curiousgal,18
2015-12-03 11:50:00,10669106,Ask HN: Database Design Templates (or Best Practice Examples),,19,10,jmakaa,11
2016-08-14 11:02:00,12285136,Ask HN: How much you increase your salary for a new job?,,2,1,trtobe,11
2016-07-24 12:28:00,12153137,Ask HN: Do we really need performance feedback?,,35,43,ali_ibrahim,12
2015-11-21 12:57:00,10606684,Ask HN: Tips for overheating laptop running linux,,2,9,giis,12
2016-02-02 12:25:00,11019020,Ask HN: How should I start with modern JS?,,3,4,Peradine,12
2016-06-29 10:50:00,12000729,Ask HN: How do I reverse engineer my country's Smart ID Card,,1,1,amingilani,10
2016-06-26 14:16:00,11980866,Ask HN: How to measure if it is worth it to accept a job with less coding?,,4,1,throwinitafter,14
2016-04-15 11:07:00,11503410,"Ask HN: Not yet published  should it be at all, HN?",https://medium.com/@neroux/417c7fdab282,3,3,datalist,11
2015-10-31 02:06:00,10481525,Ask HN: Real odds of making a living off a web app,,35,25,nicholas73,2
2016-04-02 10:53:00,11411056,Ask HN: When will YC publicly announce which companies got in Summer '16 class?,,3,1,tomas_interests,10
2015-11-17 21:00:00,10583910,Ask HN: Is there something akin to agents  in the software industry?,,3,2,lsc,21
2015-11-28 07:17:00,10640336,Ask HN: Advise for a self-taught budding programmer,,9,9,sdiq,7
2016-06-29 14:43:00,12001925,Ask HN: What is your best advice for a developer to write better code?,,146,190,gdaz,14
2016-02-15 16:01:00,11104019,Ask HN: Why do dev communities still use mailing lists?,,6,11,kevinSuttle,16
2016-07-19 20:35:00,12124689,Ask HN: Nowhere to go from here?,,6,4,old_young_guy,20
2015-11-10 21:48:00,10542809,Ask HN: How do you test for analytical skills?,,10,9,neilsharma,21
2016-05-11 14:36:00,11675663,Ask HN: When you are learning a new PL what do you create as your first project?,,1,1,warriorkitty,14
2016-01-17 13:49:00,10919435,Ask HN: Fun and interesting Python things to do or learn?,,1,1,thecuriousone,13
2016-02-06 04:38:00,11046574,Ask HN: Is anyone working on an Intellij alternative?,,1,2,notinreallife,4
2016-06-12 16:03:00,11888685,Ask HN: Stop builtwith.com from exposing my stack ?,,2,6,max_,16
2016-03-17 22:41:00,11308221,"Ask HN: If you were writing Git now, what would you change?",,2,2,prmph,22
2016-06-13 15:50:00,11894825,Ask HN: Co-founder? Seeking co-founder?,,4,1,kirk21,15
2015-10-15 19:16:00,10395300,Ask HN: How do you find remote jobs?,,27,11,vijayr,19
2016-08-04 01:56:00,12222856,Ask HN: Quitting from a small startup?,,3,3,shadowycoder,1
2016-05-15 03:01:00,11699187,Ask HN: What's your workflow for simple side projects?,,29,16,fratlas,3
2016-01-31 09:20:00,11005821,Ask HN: What are your itches with your current to-do app?,,3,1,zebra,9
2016-08-13 02:19:00,12279927,Ask HN: What's your favorite outline editor which supports Markdown?,,2,1,snaga,2
2016-05-03 19:40:00,11623584,Ask HN: Where's the best place to find devs?,,1,1,traviswingo,19
2016-08-27 17:07:00,12373183,Ask HN: End of the rope at 42- Thinking Coder School-Does it make sense?,,1,1,DiversityinSV,17
2016-02-13 18:30:00,11095056,Ask HN: How do you handle white-labeling product from a technical perspective?,,6,7,bradleyjoyce,18
2016-08-18 06:05:00,12310671,"Ask HN: Hey recruiters, do you look at my personal website?",,39,21,dudeget,6
2016-07-19 12:41:00,12121359,Ask HN: Does your company practice daily reporting?,,5,2,tuyguntn,12
2015-11-11 16:28:00,10547432,Ask HN: Why don't geeks care about climate change?,,12,35,mijustin,16
2016-01-20 19:22:00,10940602,Ask HN: Is it feasible to ask not to talk while coding during interview?,,1,4,muddyrivers,19
2015-11-02 11:51:00,10491354,Ask HN: How do you focus and track your goals?,,7,2,vsergiu,11
2016-02-12 05:34:00,11085507,Ask HN: Slow paying client and how do you deal with them?,,7,16,zenincognito,5
2016-03-20 07:52:00,11322188,Ask HN: Looking for Feedback on Replacing Your DVD Library Online,,2,8,Richallen1,7
2016-07-14 14:54:00,12094320,Ask HN: Review my Freeciv HTML5 version again,https://play.freeciv.org/?civ=1,4,1,roschdal,14
2016-06-02 13:44:00,11822375,Ask HN: How do you provide your Python dependencies in production in 2016?,,4,2,inlineint,13
2016-04-22 23:33:00,11553292,Ask HN: Does code style matter to you?,,3,5,rtfpessoa,23
2016-09-02 02:08:00,12410328,Ask HN: Good resources for new immigrants on how to settle?,,4,8,mus1cfl0w,2
2015-09-29 03:21:00,10294526,Ask HN: Google recruiting  Asking for current compensation,,24,33,Nemant,3
2016-02-12 02:50:00,11084984,Ask HN: Do I really hear my CPU/GPU or am I getting crazy?,,4,8,tarikozket,2
2016-06-16 04:01:00,11913868,"Ask HN: Who in Austin, TX has a tech stack in Go?",,5,10,SamWhited,4
2016-03-09 22:44:00,11256219,Ask HN: Ordinary user focus groups re: perception of regular SSL cert vs. EV SSL,,5,1,walrus01,22
2015-10-28 17:53:00,10466096,Ask HN: I need a serious critique of the UX of this hiring app?,,2,2,Morgan17,17
2015-09-22 21:55:00,10261985,Ask HN: Are big budget projects losing you money?,,4,2,workshop_leads,21
2015-10-09 16:41:00,10361326,Ask HN: What do you really think about docker?,,9,5,jaisingh,16
2016-04-10 16:12:00,11466787,Ask HN: Best resources to get started with WebGL for VR?,,2,1,kbouw,16
2016-01-08 16:56:00,10866268,Ask HN: Which Universities Have Free Engineering Master Programme in English?,,1,5,alibeybey,16
2016-03-08 18:35:00,11247368,Ask HN: Moving Out of Silicon Valley because of housing? Where to?,,191,383,Apocryphon,18
2015-11-17 09:55:00,10580097,Ask HN: Best practice for test and production environments for your company,,12,3,jollychang,9
2016-02-23 16:05:00,11159805,Ask HN: What Makes an Ordinary Programmer a Great Programmer?,,1,2,acidfreaks,16
2016-06-29 02:31:00,11999128,Ask HN: What is that code snippet / command that you Google every single time?,,2,1,guillegette,2
2016-06-20 18:35:00,11940144,Ask HN: Does the design of a programming language includes writing its compiler?,,3,4,basicscholar,18
2016-08-23 23:22:00,12348573,Ask HN: Java or .NET for a new big enterprise system?,,4,6,vitoralmeida,23
2016-09-07 23:57:00,12449062,Ask HN: What's the fastest way to deploy a blog?,,3,3,thirstysusrando,23
2016-04-27 21:37:00,11584776,Ask HN: How to proceed?,,7,2,tort_artificer,21
2016-05-31 19:53:00,11809621,Ask HN: How important is pictures on your online personas?,,2,3,holaboyperu,19
2016-04-26 04:37:00,11569474,Ask HN: Is Paul Graham still doing Y Combinator interviews?,,17,8,berpasan,4
2016-09-06 22:59:00,12439865,Ask HN: How to comunicate more clearly my project idea?,,1,3,singold,22
2015-12-04 14:36:00,10676510,"Ask HN: First time US employment, does the company pays the taxes or me?",,1,6,validuserfr,14
2016-02-29 23:24:00,11199575,Ask HN: Why can't I copy and paste into HTML fields?,,1,1,danmccorm,23
2016-06-27 10:02:00,11985143,Ask HN: Good software for interactive exploration of quantum/particle physics?,,86,24,Fr0styMatt88,10
2016-09-01 15:00:00,12405699,Ask HN: Freelancer? Seeking freelancer? (September 2016),,72,85,whoishiring,15
2015-12-03 03:27:00,10667550,Ask HN: Would this be legal?,,2,3,askQuestion,3
2016-07-22 01:26:00,12141157,Ask HN: How to Peacock my Resume,,1,1,thirstysusrando,1
2016-04-05 02:13:00,11427316,Ask HN: How do you build a service?,,5,6,NetOpWibby,2
2016-01-18 16:38:00,10925314,Ask HN: Cold hands?,,1,1,scottndecker,16
2015-11-12 02:37:00,10550940,Ask HN: Non-localized email addresses OK?,,1,3,BrandonM,2
2016-06-24 08:46:00,11967928,Ask HN: An engineer's perspective on healthcare,,4,3,rangerunseen,8
2016-08-25 01:17:00,12356357,"Ask HN: I'm 28yo. Should I start college now, or get real world experience?",,20,42,Calist0,1
2016-07-31 13:38:00,12196917,Ask HN: Cofounder and CTO of a Hardware Startup asking how to leave gracefully,,5,6,hippychap,13
2016-01-14 13:12:00,10901130,Ask HN: Simplest Explanation of YouTube Content ID for a Child? (in Japanese),,4,6,hysan,13
2015-09-15 22:01:00,10223446,Ask HN: How does email tracking work?,,11,16,markwaldron,22
2016-09-23 09:58:00,12563436,Ask HN: What are you using for integration testing?,,2,1,nenadg,9
2016-08-12 03:05:00,12273173,Ask HN: Why did you stop learning to code?,,40,44,beekums,3
2016-01-14 01:02:00,10898922,Ask HN: Effect of SDNs on internet network topology and freedom,,4,2,gioscarab,1
2016-08-17 01:05:00,12301809,Ask HN: Has anyone read the AdBlockPlus source code to check for integrity?,,3,6,godot,1
2015-11-18 18:20:00,10589634,Ask HN: Microsoft PR machine unleashed on HN?,,2,3,idibidiart,18
2016-06-05 19:08:00,11842531,Ask HN: Do you keep a journal/diary?,,8,4,curiousgal,19
2016-03-23 12:38:00,11343844,Ask HN: How can Slack be disrupted?,,40,73,bossx,12
2015-09-16 17:33:00,10228333,Ask HN: Which CSS/HTML frameworks should I consider for modern web development?,,20,6,SeanAnderson,17
2016-07-18 07:09:00,12113598,Ask HN: What is the best monitor for people with failing eyesight?,,8,6,stevewilhelm,7
2015-10-28 16:32:00,10465454,Ask HN: Why do legal documents sometimes use caps?,,8,3,chejazi,16
2016-01-11 21:36:00,10883786,Ask HN: What tool do you use for Code Analysis?,,3,1,microsby0,21
2016-09-04 12:59:00,12424110,Ask HN: What are best ways to prepare for RHCA/RHCE,,3,3,marmot777,12
2016-05-13 22:51:00,11693703,Ask HN: How can I seek out successful mentors who I can connect to?,,11,5,thakobyan,22
2016-05-07 04:03:00,11648342,"Ask HN: I need to specialize.  Web, or iOS?",,3,7,esob3,4
2015-10-12 06:27:00,10372846,Ask HN: How can we fight the pesticide issue in my state,,6,1,imakesnowflakes,6
2016-04-08 22:39:00,11458666,Ask HN: What's most important when creating software?,,2,5,baccheion,22
2015-10-29 16:37:00,10472329,Ask HN: Do recruiters follow up emails ever work?,,7,5,dudul,16
2015-10-24 13:28:00,10443525,Ask HN: Suggestions for my master's degree dissertation,,1,3,chencs,13
2015-10-08 02:07:00,10350461,Ask HN: How long did it take you to launch?,,2,1,smcguinness,2
2016-06-07 14:59:00,11854931,Ask HN: What's the right subset of the C++ language?,,2,2,uptownfunk,14
2015-10-13 16:25:00,10381524,Ask HN: Showcasing side projects on resume,,9,11,_spoonman,16
2015-10-20 15:21:00,10419726,Ask HN: So two tiny and speedy browsers today. which?,,1,1,uptownhr,15
2016-06-17 12:42:00,11922261,Ask HN: Brexit  Should I vote in or out?,,2,8,vain,12
2016-02-03 21:48:00,11030042,Ask HN: Do you use an alternative keyboard layout like Dvorak?,,8,7,cranium,21
2015-09-21 16:34:00,10253395,Ask HN: Templates for startup legal agreements,,1,1,pravint,16
2016-07-20 13:51:00,12128968,Ask HN: How would you improve Twitter?,,4,6,lj3,13
2016-07-15 15:33:00,12101699,Ask HN: Do Valley VC's ever lose money?,,2,1,lilcarlyung,15
2016-06-20 18:05:00,11939859,Ask HN: How do you keep your (always online) Windows pc safe?,,1,3,jozydapozy,18
2016-09-05 09:32:00,12429130,Ask HN: API for determining aesthetics in photos?,,2,2,jgotti92,9
2015-12-08 12:04:00,10695909,Ask HN: I am sitting on a Gold mine. Need help,,3,2,techcorner,12
2016-05-30 21:35:00,11803347,Ask HN: How to improve technical writing skills?,,10,5,CiPHPerCoder,21
2015-12-29 23:19:00,10809714,Ask HN: Should paywall links get upvoted?,,1,4,daveloyall,23
2015-12-31 08:19:00,10816800,Ask HN: Why my question about Ian death was removed from Ask HN?,,4,5,kiloreux,8
2016-09-14 01:50:00,12493739,Ask HN: How do you validate business ideas before investing work,,1,2,m4nu,1
2015-09-20 01:07:00,10246161,Ask HN: What's your favorite ruby HTTP client?,,3,3,thinkingserious,1
2015-12-16 04:09:00,10742314,Ask HN: What is the best online resource for Objective-C to Swift?,,3,2,kexari,4
2015-11-05 04:57:00,10511694,Ask HN: Performance benchmarks of NLP engines?,,4,1,codyguy,4
2016-09-12 16:51:00,12481316,"Ask HN: If you had only 10^N dollars for a cause, what would you choose and why?",,1,1,thr0waway1239,16
2016-01-07 14:54:00,10858187,"Ask HN: How much bigger is Google than other co's Twitter, snapchat, Facebook?",,3,6,meeper16,14
2015-09-29 22:51:00,10300373,Ask HN: What do you want in a text editor?,,13,23,fizzbucket,22
2016-01-01 23:56:00,10824209,Ask HN: What book changed your life in 2015?,,2,1,michalu,23
2015-12-22 17:38:00,10779053,Ask HN: How to get involved with AI as a non-AI programmer?,,30,8,hndatapagan,17
2016-09-03 18:45:00,12420487,Ask HN: Parents how do you limit your kids time playing the computer?,,1,1,omilu,18
2016-05-24 04:56:00,11759071,Ask HN: What does a region/city need to encourage startups?,,4,4,teapot01,4
2016-08-05 07:54:00,12230689,Ask HN: How do you manage your backups?,,4,3,whyasker,7
2016-03-25 13:36:00,11359921,Ask HN: How do computers 'know' when they've used the right encryption key?,,15,9,jc_811,13
2016-03-10 22:35:00,11263074,Ask HN: How do you measure bug report quality?,,1,6,takmusashi,22
2016-08-05 19:18:00,12235068,Ask HN: What Is the Equivalent of These API and Protocols for Non-Browsers?,,3,3,kevindeasis,19
2016-09-14 18:02:00,12499606,Ask HN: Stay in touch with professional friends or former colleagues,,15,27,recmend,18
2016-06-15 21:40:00,11912365,Ask HN: Is Samsung becoming the new Apple?,,6,4,sixQuarks,21
2016-08-01 15:01:00,12202865,Ask HN: Who is hiring? (August 2016),,534,947,whoishiring,15
2016-08-11 17:14:00,12270000,Ask HN: Examples of exceptional Git repo wikis?,,7,2,lukeHeuer,17
2016-09-13 15:25:00,12489079,Ask HN: Should you tell the story behind your work?,,2,1,espitia,15
2016-04-05 14:21:00,11430556,Ask HN: Disk based caching server?,,1,2,83457,14
2016-03-06 09:58:00,11233117,"Ask HN: Modern, self-hosted software dev infrastructure",,3,1,isoos,9
2016-07-01 09:06:00,12014716,Ask HN: Is Swift mature enough for server-side use?,,10,1,filleokus,9
2016-07-11 02:19:00,12068461,Ask HN: Is there enough video content out there today to learn cs & programming?,,3,4,Onixelen,2
2016-02-03 14:33:00,11026593,Ask HN: Why does Java continue to dominate?,,7,22,augb,14
2016-01-13 13:20:00,10894031,Ask HN: What is your company's development process?,,2,2,a_lifters_life,13
2016-09-21 17:56:00,12550597,Ask HN: What products have you used regularly for years?,,6,5,neilsharma,17
2016-09-12 05:57:00,12477493,Ask HN: What are most inherently secure OS's and why? The opposite and why?,,7,7,marmot777,5
2016-09-09 16:41:00,12463847,Ask HN: Dropbox alternative with best UX?,,2,2,tnorthcutt,16
2016-04-04 17:23:00,11423636,"Ask HN: What are the biggest problems we should tackle, right now?",,8,12,_fabio,17
2016-05-20 14:06:00,11737851,Ask HN: We built a product that nobody wants. Whats next?,,12,15,mrtsepelev,14
2016-05-08 08:39:00,11653238,Ask HN: Near 100% remote development setup?,,1,1,itchynosedev,8
2016-07-28 03:10:00,12178098,Ask HN: Unsanitized query string on donaldjtrump.com,,2,2,dkaoster,3
2016-07-26 23:48:00,12169600,Ask HN: What do it take to be a full stack developer?,,2,1,ninja_to_be,23
2015-09-27 15:36:00,10286848,Ask HN: How do I jump from iOS dev to firmware/embedded software engineering,,2,3,jdmoreira,15
2016-07-01 16:58:00,12017788,Ask HN: How feasible are manufacturing startups?,,1,1,cdupiton,16
2016-03-11 04:58:00,11264733,Ask HN: Selling a modestly profitable SaaS,,7,6,yourabi,4
2016-05-25 02:16:00,11767227,Ask HN: What Is the Best Way to Tune Hyper Parameters for a Deep Neural Network?,,3,1,hemapani,2
2016-06-06 13:17:00,11846520,Ask HN: How do I save stories on HN?,,1,4,winteriscoming,13
2016-01-15 11:57:00,10908702,Ask HN: Website Obesity Crisis,,2,6,tmaly,11
2016-09-04 18:23:00,12425877,Ask HN: Random email generator?,,2,1,franciscop,18
2016-07-04 02:57:00,12028693,Ask HN: Tiling Window Manager for Windows?,,7,4,blue--,2
2016-09-13 08:10:00,12486363,Ask HN: Run discovery of hypermedia APIs,,1,1,imjacobclark,8
2016-01-10 02:17:00,10873843,Ask HN: What is your viable aka money making startup or side project idea?,,19,20,uibkend,2
2016-01-20 20:34:00,10941132,Ask HN: Has anyone updated an Android app from free to having in-app purchases?,,5,1,qwer,20
2016-05-30 23:40:00,11803812,Ask HN: Does anyone use DB normal forms in their job?,,2,3,bbcbasic,23
2015-10-09 22:57:00,10363730,Ask HN: How come blogs/magazines never get accepted into YC?,,1,3,kkt262,22
2016-09-07 01:02:00,12440359,Ask HN: What compensation should a Series-A company give to an advisor,,4,5,michaeldunworth,1
2016-07-19 13:52:00,12121739,Ask HN: How did NASA make reliable software if they didn't invent unit tests?,,98,91,sebastianconcpt,13
2016-07-15 17:27:00,12102535,Ask HN: How can I become a technology consultant/contractor?,,3,2,devjuice,17
2016-01-15 19:23:00,10911466,Ask HN: Are H1-B visas more likely to be obtained by big tech companies?,,5,7,simonebrunozzi,19
2016-08-07 08:37:00,12241492,Ask HN: Which blogging platform do you use?,,9,42,rajeshmr,8
2016-02-11 17:36:00,11081569,Ask HN: Seen my stolen truck in the Bay Area?,,8,6,gs7,17
2016-04-13 14:59:00,11488703,"Ask HN: If one works over 40hrs/week, can they claim more years of experience?",,8,22,bobisme,14
2015-11-25 23:57:00,10630565,Ask HN: Do you think self-driving cars are feasable at all?,,8,29,alexandrerond,23
2016-08-05 08:41:00,12230831,Ask HN: Engineer working with rLoop needs place to crash in Bay area,,14,9,erbdex,8
2016-07-04 03:29:00,12028766,Ask HN: Whats the ratio of people clicking forgot my password on a login form?,,3,1,midhem,3
2016-09-20 12:11:00,12538861,"Ask HN: I created a scraper, now I think how to utilize scraped data",,3,1,gorer,12
2016-03-07 18:04:00,11240350,Ask HN: Is the Hacker News Team Actively Developing Arc?,,20,11,Kinnard,18
2015-12-30 16:59:00,10812951,Ask HN: What problem in 2016 will be potential startup?,,5,2,mirap,16
2015-10-26 21:34:00,10454656,Ask HN: Any examples of APIs in production using JWT?,,2,1,blooberr,21
2016-01-14 12:14:00,10900883,Ask HN: Non-trivial data intensive angularjs apps,,5,2,ojbrien,12
2016-09-01 09:44:00,12403983,Ask HN: Submitting HN comments,,1,2,Tomte,9
2015-10-26 16:01:00,10452257,Ask HN: Algorithm for Scheduling appointments by location,,1,3,tmaly,16
2016-01-31 23:15:00,11008630,Ask HN: Evernote alternatives for research?,,62,49,Spooky23,23
2015-11-26 18:39:00,10634162,Ask HN: What are you thankful for?,,3,2,japhyr,18
2016-04-05 05:26:00,11428055,Ask HN: Why is there no strict HTML 5 DTD?,,1,2,kaishiro,5
2015-10-30 16:49:00,10478927,Ask HN: Do you want to be interviewed about programming?,,4,3,chess,16
2015-12-07 17:06:00,10690750,Ask HN: Mailbox alternatives for OS X?,,5,11,cjbarber,17
2016-04-15 17:45:00,11506226,Ask HN: What are your disciplines to keep sharp between contracts?,,1,1,kleer001,17
2016-08-10 11:25:00,12260823,Ask HN: ReadBoard User Onboarding Process Review,,3,2,abhishekdesai,11
2016-03-12 19:23:00,11274094,Ask HN: Should we give a discount to a billion dollar startup?,,21,21,sec_throwaway,19
2016-01-16 21:35:00,10916951,Ask HN: How can the U.S. fix the problems with the police?,,2,4,forgottenacc56,21
2015-09-19 06:39:00,10243514,Ask HN: Will adblockers kill js widget products/startups?,,5,4,markyc,6
2016-03-31 01:03:00,11394283,Ask HN: Which IoT gadgets do you use in your AirBNB rentals?,,10,3,baus,1
2016-05-23 21:09:00,11757015,Ask HN: Is CouchDB dead?,,11,3,y0ghur7_xxx,21
2016-08-15 18:20:00,12292325,Ask HN: Which self hosted cloud solution you use and why?,,1,1,enitihas,18
2016-02-10 06:24:00,11071070,Ask HN: But are MY shares actually worth something?,,2,3,alreadytrashed,6
2015-09-16 12:48:00,10226128,"Ask HN: Mobile, social, geo all saturated  what's next?",,1,2,forkandwait,12
2015-09-29 15:58:00,10297212,Ask HN: What's the most impactful business book you've read?,,5,11,karamazov,15
2015-10-05 13:41:00,10331718,Ask HN: What is the 1 attribute colleagues should have to make workplace better?,,3,2,nethsix,13
2015-11-27 18:53:00,10638381,Ask HN: Any Black Friday deals offered by YC-backed startups?,,5,3,startupsorter,18
2015-12-08 01:58:00,10694285,Ask HN: Anyone recommend any _weekly_ news sources?,,7,6,EleventhSun,1
2016-09-19 06:06:00,12529310,Ask HN: In what areas are NoSQL Databases beneficial over Relational Databases?,,74,73,rochak,6
2016-04-18 15:19:00,11520576,Ask HN: Top univ offering an online graduate degree in pure/abstract maths?,,2,3,soulbadguy,15
